,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,대여일자,대여소번호,대여소,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리,이용시간
1658,1658,1658,1658,1658,1658,1658,'2017-11','159',' 이대역 4번 출구','정기','F','30대',28,1539.31,15.2,65510,515
1659,1659,1659,1659,1659,1659,1659,'2017-11','160',' 북아현동 가구거리','정기','F','30대',30,2276.88,21.21,91420,736
1660,1660,1660,1660,1660,1660,1660,'2017-11','161',' 무악재역1번 출구','정기','F','30대',37,3636.47,32.92,141930,1138
1661,1661,1661,1661,1661,1661,1661,'2017-11','162',' 봉원고가차도 밑','정기','F','30대',4,125.94,1.17,5040,25
1662,1662,1662,1662,1662,1662,1662,'2017-11','120',' 신수동 사거리','정기','F','30대',68,3148.72,31.43,135470,1245
1663,1663,1663,1663,1663,1663,1663,'2017-11','163',' 명지전문대학교 정문 앞','정기','F','30대',12,1061.16,10.29,44360,305
1664,1664,1664,1664,1664,1664,1664,'2017-11','164',' 북가좌1동 주민센터 ','정기','F','30대',35,3711.41,35.94,155020,979
1665,1665,1665,1665,1665,1665,1665,'2017-11','165',' 중앙근린공원','정기','F','30대',16,686.66,6.26,27010,299
1666,1666,1666,1666,1666,1666,1666,'2017-11','166',' 가재울 초등학교','정기','F','30대',93,4637.44,49.13,211740,1348
1667,1667,1667,1667,1667,1667,1667,'2017-11','167',' 연가초등학교 옆','정기','F','30대',13,667.86,6.35,27370,199
1668,1668,1668,1668,1668,1668,1668,'2017-11','168',' 남가좌동 사거리','정기','F','30대',10,394.66,3.96,17040,105
1669,1669,1669,1669,1669,1669,1669,'2017-11','169',' 북가좌 삼거리','정기','F','30대',12,630.42,6.13,26470,175
1670,1670,1670,1670,1670,1670,1670,'2017-11','170',' 가재울 뉴타운 주유소 옆','정기','F','30대',29,2097.1,20.84,89980,604
1671,1671,1671,1671,1671,1671,1671,'2017-11','171',' 임광빌딩 앞','정기','F','30대',78,5123.82,51.52,222030,1832
1672,1672,1672,1672,1672,1672,1672,'2017-11','172',' 서대문소방서','정기','F','30대',8,606.8,5.77,24870,153
1673,1673,1673,1673,1673,1673,1673,'2017-11','121',' 마포소방서 앞','정기','F','30대',6,332.48,3.56,15370,129
1674,1674,1674,1674,1674,1674,1674,'2017-11','173',' 서대문역 8번출구 앞','정기','F','30대',34,1555.72,15.48,66710,629
1675,1675,1675,1675,1675,1675,1675,'2017-11','175',' 홍연2교옆','정기','F','30대',79,7970.73,71.93,310050,2664
1676,1676,1676,1676,1676,1676,1676,'2017-11','179',' 가좌역 4번출구 앞','정기','F','30대',62,2462.33,23.08,99630,962
1677,1677,1677,1677,1677,1677,1677,'2017-11','180',' 충정로역 7번출구 뒤','정기','F','30대',32,1762.93,15.31,65980,596
1678,1678,1678,1678,1678,1678,1678,'2017-11','518',' 청계천 박물관 앞','정기','F','30대',14,1181.98,10.29,44360,439
1679,1679,1679,1679,1679,1679,1679,'2017-11','519',' 양지사거리','정기','F','30대',50,3493.04,32.76,141150,578
1680,1680,1680,1680,1680,1680,1680,'2017-11','520',' 상왕십리역 4번 출구 앞','정기','F','30대',94,4563.03,42.42,182870,1385
1681,1681,1681,1681,1681,1681,1681,'2017-11','521',' 왕십리역 11번 출구 앞','정기','F','30대',72,4434.93,44.84,193320,1816
1682,1682,1682,1682,1682,1682,1682,'2017-11','522',' 금호역 1번출구 앞','정기','F','30대',5,262.91,2.68,11570,188
1683,1683,1683,1683,1683,1683,1683,'2017-11','523',' 옥수동성당 옆','정기','F','30대',3,477.05,4.17,17980,139
1684,1684,1684,1684,1684,1684,1684,'2017-11','122',' 신성기사식당 앞','정기','F','30대',49,2048.42,19.87,85580,866
1685,1685,1685,1685,1685,1685,1685,'2017-11','524',' 래미안금호하이리버 아파트 102동 옆','정기','F','30대',12,1524.43,14.02,60440,484
1686,1686,1686,1686,1686,1686,1686,'2017-11','525',' 한양대병원사거리','정기','F','30대',58,6255.22,61.76,266240,2119
1687,1687,1687,1687,1687,1687,1687,'2017-11','526',' 용답토속공원 앞','정기','F','30대',49,4702.23,44.1,190190,1116
1688,1688,1688,1688,1688,1688,1688,'2017-11','529',' 장한평역 8번 출구 앞','정기','F','30대',28,2050.48,18.58,80120,652
1689,1689,1689,1689,1689,1689,1689,'2017-11','530',' 청계벽산아파트 앞','정기','F','30대',52,4734.97,43.76,188600,546
1690,1690,1690,1690,1690,1690,1690,'2017-11','533',' 우리은행 금호동 지점 앞','정기','F','30대',6,878.05,7.96,34350,332
1691,1691,1691,1691,1691,1691,1691,'2017-11','534',' 금호사거리','정기','F','30대',23,3254.87,31.64,136450,706
1692,1692,1692,1692,1692,1692,1692,'2017-11','535',' 응봉삼거리','정기','F','30대',47,9213.69,87.82,378670,1141
1693,1693,1693,1693,1693,1693,1693,'2017-11','536',' 행당역 2번출구 앞','정기','F','30대',27,1864.67,18.81,81020,700
1694,1694,1694,1694,1694,1694,1694,'2017-11','537',' 한양대후문역 부근','정기','F','30대',9,612.14,6.09,26250,190
1695,1695,1695,1695,1695,1695,1695,'2017-11','123',' 문화촌 공원','정기','F','30대',8,942.07,8.67,37340,399
1696,1696,1696,1696,1696,1696,1696,'2017-11','538',' 답십리역 8번출구 앞','정기','F','30대',34,1544.04,14.2,61270,1326
1697,1697,1697,1697,1697,1697,1697,'2017-11','550',' 서울시설공단 앞','정기','F','30대',49,2204.21,21.03,90700,591
1698,1698,1698,1698,1698,1698,1698,'2017-11','539',' 군자교교차로','정기','F','30대',44,6494.77,61.6,265550,1779
1699,1699,1699,1699,1699,1699,1699,'2017-11','540',' 군자역 7번출구 베스트샵 앞','정기','F','30대',153,7895.17,78.32,337680,2572
1700,1700,1700,1700,1700,1700,1700,'2017-11','542',' 강변역 4번출구 뒤','정기','F','30대',18,1328.65,13.3,57380,387
1701,1701,1701,1701,1701,1701,1701,'2017-11','543',' 구의공원(테크노마트 앞)','정기','F','30대',20,1075.47,9.69,41780,472
1702,1702,1702,1702,1702,1702,1702,'2017-11','544',' 광남중학교','정기','F','30대',18,1215.82,11.6,49950,464
1703,1703,1703,1703,1703,1703,1703,'2017-11','546',' 잠실대교북단 교차로','정기','F','30대',83,3454.88,37.19,160330,1882
1704,1704,1704,1704,1704,1704,1704,'2017-11','548',' 자양나들목','정기','F','30대',80,4434.11,43.17,186090,618
1705,1705,1705,1705,1705,1705,1705,'2017-11','549',' 아차산역 3번출구','정기','F','30대',32,1291.63,13.09,56390,418
1706,1706,1706,1706,1706,1706,1706,'2017-11','124',' 서강대 정문 건너편','정기','F','30대',52,1434.42,15.2,65480,973
1707,1707,1707,1707,1707,1707,1707,'2017-11','600',' 휘경2동 주민센터','정기','F','30대',10,545.82,5.99,25770,171
1708,1708,1708,1708,1708,1708,1708,'2017-11','601',' 용신동주민센터','정기','F','30대',36,1378.3,14.55,62670,1015
1709,1709,1709,1709,1709,1709,1709,'2017-11','602',' 장안동 사거리','정기','F','30대',44,4673.59,41.93,180720,1441
1710,1710,1710,1710,1710,1710,1710,'2017-11','604',' 답십리초등학교 옆 공원','정기','F','30대',26,1491.11,13.44,57940,438
1711,1711,1711,1711,1711,1711,1711,'2017-11','605',' 신설동역8번출구','정기','F','30대',33,1133.33,9.97,42990,393
1712,1712,1712,1712,1712,1712,1712,'2017-11','606',' 휘경공고앞','정기','F','30대',5,456.64,4.58,19780,201
1713,1713,1713,1713,1713,1713,1713,'2017-11','607',' 신이문역 2번출구','정기','F','30대',21,1806.12,17.01,73280,700
1714,1714,1714,1714,1714,1714,1714,'2017-11','608',' 전농삼성아파트','정기','F','30대',9,513.77,4.63,19960,143
1715,1715,1715,1715,1715,1715,1715,'2017-11','609',' 제기2교','정기','F','30대',27,1855.31,17.48,75360,630
1716,1716,1716,1716,1716,1716,1716,'2017-11','125',' 서강대 남문 옆','정기','F','30대',47,1763.42,18.33,78910,584
1717,1717,1717,1717,1717,1717,1717,'2017-11','610',' 동대문중 교차로','정기','F','30대',26,781.19,7.97,34320,1167
1718,1718,1718,1718,1718,1718,1718,'2017-11','612',' 시립동부병원 앞 사거리','정기','F','30대',72,2513.03,24.97,107500,891
1719,1719,1719,1719,1719,1719,1719,'2017-11','613',' 신설동역 10번출구 앞','정기','F','30대',45,1554.0,15.44,66510,597
1720,1720,1720,1720,1720,1720,1720,'2017-11','614',' 용두동 사거리','정기','F','30대',82,6890.51,71.29,307400,2054
1721,1721,1721,1721,1721,1721,1721,'2017-11','615',' 용두동 레미안허브리츠아파트 앞','정기','F','30대',52,3422.56,32.19,138770,1169
1722,1722,1722,1722,1722,1722,1722,'2017-11','616',' 서울시립대 앞','정기','F','30대',31,799.04,7.24,31230,197
1723,1723,1723,1723,1723,1723,1723,'2017-11','617',' 청솔우성아파트 앞','정기','F','30대',12,825.5,7.32,31600,322
1724,1724,1724,1724,1724,1724,1724,'2017-11','227',' 양평2나들목 보행통로 입구','정기','F','30대',44,3325.56,32.86,141670,931
1725,1725,1725,1725,1725,1725,1725,'2017-11','228',' 선유도역 3번출구 앞','정기','F','30대',79,3874.5,38.34,165240,1379
1726,1726,1726,1726,1726,1726,1726,'2017-11','229',' 양평1 보행육교 앞','정기','F','30대',46,6570.06,60.93,262610,1660
1727,1727,1727,1727,1727,1727,1727,'2017-11','126',' 서강대 후문 옆','정기','F','30대',55,2019.95,21.31,91940,669
1728,1728,1728,1728,1728,1728,1728,'2017-11','231',' 남부고용노동지청 남측','정기','F','30대',35,795.2,7.35,31630,251
1729,1729,1729,1729,1729,1729,1729,'2017-11','232',' 양평우림 이비즈센타 앞','정기','F','30대',94,4893.79,47.07,202920,1554
1730,1730,1730,1730,1730,1730,1730,'2017-11','233',' YP 센터 앞','정기','F','30대',3,119.95,1.25,5410,34
1731,1731,1731,1731,1731,1731,1731,'2017-11','234',' 영등포구민체육센터 앞','정기','F','30대',64,2573.56,25.6,110290,934
1732,1732,1732,1732,1732,1732,1732,'2017-11','235',' 신길동 우리은행 옆','정기','F','30대',10,438.53,4.05,17450,153
1733,1733,1733,1733,1733,1733,1733,'2017-11','236',' 문래동자이아파트 앞','정기','F','30대',27,1071.64,10.67,45990,527
1734,1734,1734,1734,1734,1734,1734,'2017-11','237',' 보라매 두산위브 건너편','정기','F','30대',37,2671.85,24.4,105330,853
1735,1735,1735,1735,1735,1735,1735,'2017-11','238',' 제2구민체육센타 앞','정기','F','30대',146,3524.57,39.59,170770,1612
1736,1736,1736,1736,1736,1736,1736,'2017-11','239',' 유스호스텔 앞','정기','F','30대',80,3129.09,30.47,131510,975
1737,1737,1737,1737,1737,1737,1737,'2017-11','240',' 문래역 4번출구 앞','정기','F','30대',48,1380.05,14.75,63560,596
1738,1738,1738,1738,1738,1738,1738,'2017-11','127',' 현대벤처빌 앞','정기','F','30대',41,2756.85,25.76,110970,726
1739,1739,1739,1739,1739,1739,1739,'2017-11','241',' 신길우성1차아파트 앞 공원','정기','F','30대',12,1024.65,10.94,47160,285
1740,1740,1740,1740,1740,1740,1740,'2017-11','242',' 신길선원가와인아파트 앞','정기','F','30대',29,1608.91,17.3,74510,528
1741,1741,1741,1741,1741,1741,1741,'2017-11','243',' 이앤씨드림타워 앞','정기','F','30대',64,3008.97,28.95,124850,1392
1742,1742,1742,1742,1742,1742,1742,'2017-11','244',' 영등포삼환아파트 앞','정기','F','30대',78,2105.51,21.89,94250,860
1743,1743,1743,1743,1743,1743,1743,'2017-11','245',' 삼성생명 당산사옥 앞','정기','F','30대',76,2367.46,25.27,108970,1831
1744,1744,1744,1744,1744,1744,1744,'2017-11','247',' 당산역 10번출구 앞','정기','F','30대',82,4649.93,48.79,210140,2072
1745,1745,1745,1745,1745,1745,1745,'2017-11','248',' 초원아파트 앞','정기','F','30대',23,1644.41,16.2,69880,616
1746,1746,1746,1746,1746,1746,1746,'2017-11','249',' 여의도중학교 옆','정기','F','30대',23,4365.05,42.86,184750,872
1747,1747,1747,1747,1747,1747,1747,'2017-11','250',' 대림아파트 사거리','정기','F','30대',41,1533.39,14.01,60350,591
1748,1748,1748,1748,1748,1748,1748,'2017-11','251',' 서울지방병무청 버스정류장','정기','F','30대',15,671.32,6.34,27310,318
1749,1749,1749,1749,1749,1749,1749,'2017-11','101',' (구)합정동 주민센터','정기','F','30대',28,975.77,10.51,45230,759
1750,1750,1750,1750,1750,1750,1750,'2017-11','128',' 신촌역(2호선) 1번출구 옆','정기','F','30대',25,1269.4,13.01,56150,554
1751,1751,1751,1751,1751,1751,1751,'2017-11','252',' 보라매역4번출구','정기','F','30대',54,2804.72,26.04,112330,801
1752,1752,1752,1752,1752,1752,1752,'2017-11','253',' 신풍역 5번출구 인근','정기','F','30대',34,1909.16,18.49,79750,1011
1753,1753,1753,1753,1753,1753,1753,'2017-11','254',' 도림신협 앞','정기','F','30대',18,919.98,10.3,44430,421
1754,1754,1754,1754,1754,1754,1754,'2017-11','255',' 도림4거리','정기','F','30대',11,564.53,5.18,22280,239
1755,1755,1755,1755,1755,1755,1755,'2017-11','256',' 동아에코빌입구','정기','F','30대',23,748.79,6.93,29900,264
1756,1756,1756,1756,1756,1756,1756,'2017-11','257',' 신길삼거리(우리은행)','정기','F','30대',48,3740.97,35.27,152030,914
1757,1757,1757,1757,1757,1757,1757,'2017-11','258',' 신길역3번출구','정기','F','30대',26,1466.18,14.23,61320,651
1758,1758,1758,1758,1758,1758,1758,'2017-11','259',' 대방역6번출구','정기','F','30대',96,4737.56,43.46,187360,1442
1759,1759,1759,1759,1759,1759,1759,'2017-11','700',' KB국민은행 염창역 지점 앞','정기','F','30대',52,3984.11,40.3,173700,1207
1760,1760,1760,1760,1760,1760,1760,'2017-11','701',' 목동사거리 부근','정기','F','30대',18,810.45,9.4,40460,410
1761,1761,1761,1761,1761,1761,1761,'2017-11','129',' 신촌역(2호선) 6번출구 옆','정기','F','30대',60,2253.87,21.64,93310,748
1762,1762,1762,1762,1762,1762,1762,'2017-11','702',' 목4동주민센터 옆','정기','F','30대',14,1098.91,11.5,49570,407
1763,1763,1763,1763,1763,1763,1763,'2017-11','703',' 오목교역 7번출구 앞','정기','F','30대',132,13939.82,136.91,590310,4856
1764,1764,1764,1764,1764,1764,1764,'2017-11','704',' 남부법원검찰청 교차로','정기','F','30대',38,2200.82,21.75,93840,1164
1765,1765,1765,1765,1765,1765,1765,'2017-11','706',' 신정네거리역','정기','F','30대',6,241.44,2.34,10100,149
1766,1766,1766,1766,1766,1766,1766,'2017-11','707',' 신정3동주민센터','정기','F','30대',4,266.48,2.83,12180,105
1767,1767,1767,1767,1767,1767,1767,'2017-11','708',' 서울출입국관리사무소 앞','정기','F','30대',10,935.89,9.84,42410,299
1768,1768,1768,1768,1768,1768,1768,'2017-11','709',' 신정3동 현장민원실 앞','정기','F','30대',5,341.12,4.04,17430,130
1769,1769,1769,1769,1769,1769,1769,'2017-11','710',' 서부화물트럭터미널 사거리','정기','F','30대',13,614.02,6.49,28020,221
1770,1770,1770,1770,1770,1770,1770,'2017-11','711',' 신일해피트리아파트 앞','정기','F','30대',7,449.11,4.56,19600,297
1771,1771,1771,1771,1771,1771,1771,'2017-11','130',' 신촌역(2호선) 7번출구 앞','정기','F','30대',50,1641.04,16.68,71850,673
1772,1772,1772,1772,1772,1772,1772,'2017-11','714',' 한국SGI 양천문화회관 앞','정기','F','30대',12,498.14,4.95,21310,190
1773,1773,1773,1773,1773,1773,1773,'2017-11','800',' 목월공원 앞','정기','F','30대',33,5132.89,40.18,173100,1353
1774,1774,1774,1774,1774,1774,1774,'2017-11','802',' 한강진역 2번 출구 앞','정기','F','30대',10,1211.02,12.01,51780,420
1775,1775,1775,1775,1775,1775,1775,'2017-11','803',' 한남초교 앞 보도육교','정기','F','30대',6,599.56,6.53,28160,287
1776,1776,1776,1776,1776,1776,1776,'2017-11','805',' 문배어린이공원 앞','정기','F','30대',76,2937.56,28.53,122900,1706
1777,1777,1777,1777,1777,1777,1777,'2017-11','806',' 전자랜드 본관 앞','정기','F','30대',41,9044.26,77.05,332140,1875
1778,1778,1778,1778,1778,1778,1778,'2017-11','807',' 서울역 12번 출구 앞','정기','F','30대',33,2380.05,21.08,90970,845
1779,1779,1779,1779,1779,1779,1779,'2017-11','808',' 서빙고동 금호맨션 앞','정기','F','30대',20,1339.55,13.43,57870,398
1780,1780,1780,1780,1780,1780,1780,'2017-11','131',' 증산2교','정기','F','30대',59,5860.3,52.61,226740,1804
1781,1781,1781,1781,1781,1781,1781,'2017-11','809',' 한남 유수지 복개주차장','정기','F','30대',43,6836.0,66.78,287830,1965
1782,1782,1782,1782,1782,1782,1782,'2017-11','810',' 이태원지하보도','정기','F','30대',22,2108.62,21.37,92110,640
1783,1783,1783,1783,1783,1783,1783,'2017-11','811',' 녹사평역1번출구','정기','F','30대',61,5419.13,53.27,229460,1509
1784,1784,1784,1784,1784,1784,1784,'2017-11','812',' 용산전쟁기념관','정기','F','30대',8,817.11,6.47,27840,207
1785,1785,1785,1785,1785,1785,1785,'2017-11','813',' 삼각지역 3번출구','정기','F','30대',36,1820.96,17.87,77050,751
1786,1786,1786,1786,1786,1786,1786,'2017-11','815',' LIG강촌아파트 103동앞','정기','F','30대',26,2512.49,26.0,112180,800
1787,1787,1787,1787,1787,1787,1787,'2017-11','385',' 종각역 5번출구','정기','F','30대',31,1451.19,15.14,65270,573
1788,1788,1788,1788,1788,1788,1788,'2017-11','386',' 올림픽기념 국민생활관 앞','정기','F','30대',52,2929.62,27.87,120080,769
1789,1789,1789,1789,1789,1789,1789,'2017-11','387',' 훈련원공원주차장 앞','정기','F','30대',22,1377.13,12.39,53430,484
1790,1790,1790,1790,1790,1790,1790,'2017-11','181',' 망원초록길 입구','정기','F','30대',6,494.57,5.16,22270,138
1791,1791,1791,1791,1791,1791,1791,'2017-11','132',' 창천문화공원','정기','F','30대',15,522.94,5.19,22420,200
1792,1792,1792,1792,1792,1792,1792,'2017-11','182',' 망원2빗물펌프장 앞','정기','F','30대',76,4941.45,50.58,217930,1591
1793,1793,1793,1793,1793,1793,1793,'2017-11','183',' 하늘채코오롱아파트 건너편','정기','F','30대',119,5511.73,52.32,225420,1839
1794,1794,1794,1794,1794,1794,1794,'2017-11','184',' SK망원동주유소 건너편','정기','F','30대',61,2639.01,27.8,119920,1262
1795,1795,1795,1795,1795,1795,1795,'2017-11','185',' 마포 신수공원 앞','정기','F','30대',60,3066.84,32.82,141690,947
1796,1796,1796,1796,1796,1796,1796,'2017-11','186',' 월드컵공원','정기','F','30대',26,2157.41,20.25,87340,774
1797,1797,1797,1797,1797,1797,1797,'2017-11','177',' 북가좌 초등학교','정기','F','30대',15,2190.5,21.31,91790,682
1798,1798,1798,1798,1798,1798,1798,'2017-11','188',' 홍은동 정원여중 입구','정기','F','30대',9,671.15,7.29,31400,226
1799,1799,1799,1799,1799,1799,1799,'2017-11','191',' 정명학원','정기','F','30대',31,994.83,9.5,40950,325
1800,1800,1800,1800,1800,1800,1800,'2017-11','192',' 연서어린이공원','정기','F','30대',65,2355.26,24.55,105580,1447
1801,1801,1801,1801,1801,1801,1801,'2017-11','178',' 증산3교 앞','정기','F','30대',9,861.68,8.43,36370,288
1802,1802,1802,1802,1802,1802,1802,'2017-11','133',' 해담는다리','정기','F','30대',31,1366.53,14.14,60970,830
1803,1803,1803,1803,1803,1803,1803,'2017-11','194',' 증산교 앞','정기','F','30대',75,4447.28,43.65,188280,1762
1804,1804,1804,1804,1804,1804,1804,'2017-11','195',' 모래내고가차도 ','정기','F','30대',55,3898.14,36.5,157280,1252
1805,1805,1805,1805,1805,1805,1805,'2017-11','196',' 연희교차로 인근','정기','F','30대',25,912.38,9.01,38720,359
1806,1806,1806,1806,1806,1806,1806,'2017-11','198',' 충정2교','정기','F','30대',57,2314.83,21.99,94780,774
1807,1807,1807,1807,1807,1807,1807,'2017-11','556',' 달맞이공원','정기','F','30대',8,1573.5,14.81,63860,386
1808,1808,1808,1808,1808,1808,1808,'2017-11','557',' 도선동 주민센터 앞','정기','F','30대',74,2176.4,20.31,87520,692
1809,1809,1809,1809,1809,1809,1809,'2017-11','558',' 성동광진 교육지원청 앞','정기','F','30대',30,1804.58,20.65,89110,985
1810,1810,1810,1810,1810,1810,1810,'2017-11','134',' 연세로 명물길','정기','F','30대',6,712.1,6.48,27880,234
1811,1811,1811,1811,1811,1811,1811,'2017-11','559',' 왕십리역 4번 출구 건너편','정기','F','30대',36,2126.07,21.57,92990,893
1812,1812,1812,1812,1812,1812,1812,'2017-11','560',' 비전교회 앞','정기','F','30대',63,4127.85,39.44,170020,1412
1813,1813,1813,1813,1813,1813,1813,'2017-11','561',' 서울숲역 2번출구 앞','정기','F','30대',32,1843.83,15.3,65950,542
1814,1814,1814,1814,1814,1814,1814,'2017-11','562',' 군자지하보도 앞','정기','F','30대',35,2048.24,19.52,84060,539
1815,1815,1815,1815,1815,1815,1815,'2017-11','563',' 성동세무서 건너편','정기','F','30대',227,9190.41,90.77,391250,2941
1816,1816,1816,1816,1816,1816,1816,'2017-11','564',' 금호역 3번출구','정기','F','30대',1,25.42,0.25,1070,7
1817,1817,1817,1817,1817,1817,1817,'2017-11','565',' 옥수역 3번출구','정기','F','30대',91,14771.97,145.92,628950,3640
1818,1818,1818,1818,1818,1818,1818,'2017-11','567',' 성수역 2번출구 앞','정기','F','30대',207,7648.5,70.8,305300,2954
1819,1819,1819,1819,1819,1819,1819,'2017-11','568',' 청계8가사거리 부근','정기','F','30대',122,5952.97,57.78,248760,1920
1820,1820,1820,1820,1820,1820,1820,'2017-11','135',' 명물길 원형무대 앞','정기','F','30대',15,946.94,9.35,40360,290
1821,1821,1821,1821,1821,1821,1821,'2017-11','569',' 응봉현대아파트 정류소','정기','F','30대',28,1535.94,14.18,61140,368
1822,1822,1822,1822,1822,1822,1822,'2017-11','578',' 성동세무서 부근','정기','F','30대',129,13129.35,124.0,534410,3272
1823,1823,1823,1823,1823,1823,1823,'2017-11','579',' 마장역 4번출구','정기','F','30대',44,3075.59,24.46,105450,851
1824,1824,1824,1824,1824,1824,1824,'2017-11','580',' 신금호역 3번출구 뒤','정기','F','30대',5,465.73,4.64,20020,178
1825,1825,1825,1825,1825,1825,1825,'2017-11','581',' 용답초등학교','정기','F','30대',5,294.24,3.08,13270,121
1826,1826,1826,1826,1826,1826,1826,'2017-11','582',' 경일중학교 앞','정기','F','30대',7,184.19,2.03,8780,101
1827,1827,1827,1827,1827,1827,1827,'2017-11','583',' 청계천 생태교실 앞','정기','F','30대',65,10159.4,103.81,447480,2903
1828,1828,1828,1828,1828,1828,1828,'2017-11','551',' 구의삼성쉐르빌 앞','정기','F','30대',41,1489.16,14.93,64250,654
1829,1829,1829,1829,1829,1829,1829,'2017-11','552',' 대림아크로리버 앞','정기','F','30대',30,1529.61,13.66,58910,493
1830,1830,1830,1830,1830,1830,1830,'2017-11','553',' 중곡 성원APT 앞','정기','F','30대',79,5679.62,57.29,246910,1576
1831,1831,1831,1831,1831,1831,1831,'2017-11','136',' 대흥동 주민센터','정기','F','30대',32,918.58,8.89,38330,272
1832,1832,1832,1832,1832,1832,1832,'2017-11','554',' 아차산역 사거리','정기','F','30대',1,39.64,0.36,1540,36
1833,1833,1833,1833,1833,1833,1833,'2017-11','555',' 구의3동주민센터','정기','F','30대',19,1194.23,11.46,49410,508
1834,1834,1834,1834,1834,1834,1834,'2017-11','571',' 어린이대공원역6번출구','정기','F','30대',97,5580.97,50.27,216560,1750
1835,1835,1835,1835,1835,1835,1835,'2017-11','572',' 국립정신 건강센터 앞','정기','F','30대',31,2890.43,27.28,117580,956
1836,1836,1836,1836,1836,1836,1836,'2017-11','573',' 구의문주차장 앞','정기','F','30대',81,3316.59,33.49,144130,912
1837,1837,1837,1837,1837,1837,1837,'2017-11','574',' 아차산역4번출구','정기','F','30대',57,2896.55,29.57,127490,913
1838,1838,1838,1838,1838,1838,1838,'2017-11','575',' 중앙농협 중곡지점','정기','F','30대',4,224.52,2.3,9910,204
1839,1839,1839,1839,1839,1839,1839,'2017-11','576',' 광나루역 3번 출구','정기','F','30대',9,387.29,4.06,17540,122
1840,1840,1840,1840,1840,1840,1840,'2017-11','577',' 광진청소년수련관','정기','F','30대',75,5254.69,53.71,231390,1911
1841,1841,1841,1841,1841,1841,1841,'2017-11','621',' 동대문중학교 옆','정기','F','30대',11,517.17,5.09,21950,155
1842,1842,1842,1842,1842,1842,1842,'2017-11','137',' NH농협 신촌지점 앞','정기','F','30대',17,903.57,8.72,37630,282
1843,1843,1843,1843,1843,1843,1843,'2017-11','622',' 전농사거리 교통섬','정기','F','30대',21,1496.44,14.62,63020,548
1844,1844,1844,1844,1844,1844,1844,'2017-11','623',' 서울시립대 정문 앞','정기','F','30대',23,808.2,7.54,32430,233
1845,1845,1845,1845,1845,1845,1845,'2017-11','624',' 전농동 동아아파트 앞','정기','F','30대',39,1772.23,17.1,73520,741
1846,1846,1846,1846,1846,1846,1846,'2017-11','625',' 답십리초등학교 앞(현대시장 옆)','정기','F','30대',45,3028.75,24.46,105380,703
1847,1847,1847,1847,1847,1847,1847,'2017-11','626',' 군자교 서측 녹지대','정기','F','30대',43,3411.71,34.15,147080,1035
1848,1848,1848,1848,1848,1848,1848,'2017-11','627',' 장안동삼거리 교통섬','정기','F','30대',25,3201.44,28.74,123920,764
1849,1849,1849,1849,1849,1849,1849,'2017-11','630',' 동대문구 보건소','정기','F','30대',52,6255.79,56.67,244360,820
1850,1850,1850,1850,1850,1850,1850,'2017-11','631',' 답십리역 1번출구','정기','F','30대',42,1660.26,15.44,66480,484
1851,1851,1851,1851,1851,1851,1851,'2017-11','102',' 망원역 1번출구 앞','정기','F','30대',204,11120.98,109.4,471580,4875
1852,1852,1852,1852,1852,1852,1852,'2017-11','138',' 신촌동 제1공영주차장 앞','정기','F','30대',42,912.65,9.37,40280,317
1853,1853,1853,1853,1853,1853,1853,'2017-11','633',' 청량리 기업은행 앞','정기','F','30대',58,3670.12,35.27,151850,1391
1854,1854,1854,1854,1854,1854,1854,'2017-11','634',' 외국어대 정문 앞','정기','F','30대',50,4112.55,43.76,188630,1404
1855,1855,1855,1855,1855,1855,1855,'2017-11','635',' 시조사 앞 (청량고정문 옆)','정기','F','30대',20,1016.14,9.69,41690,407
1856,1856,1856,1856,1856,1856,1856,'2017-11','636',' 세종대왕기념관 교차로','정기','F','30대',19,449.59,4.97,21410,249
1857,1857,1857,1857,1857,1857,1857,'2017-11','637',' KAIST 경영대학 앞','정기','F','30대',26,1948.48,20.25,87270,982
1858,1858,1858,1858,1858,1858,1858,'2017-11','638',' 서울시립대 정보기술관','정기','F','30대',3,259.49,2.26,9740,58
1859,1859,1859,1859,1859,1859,1859,'2017-11','639',' 서울시립대 후문','정기','F','30대',7,455.93,4.02,17350,146
1860,1860,1860,1860,1860,1860,1860,'2017-11','640',' KEB하나은행 청량리역지점','정기','F','30대',54,1782.51,17.86,76930,648
1861,1861,1861,1861,1861,1861,1861,'2017-11','641',' 용두역 4번출구','정기','F','30대',73,3636.0,35.89,154680,1225
1862,1862,1862,1862,1862,1862,1862,'2017-11','642',' 신답역 사거리','정기','F','30대',34,1993.88,19.33,83390,499
1863,1863,1863,1863,1863,1863,1863,'2017-11','140',' 이화여대 후문','정기','F','30대',43,4286.32,42.67,183950,1072
1864,1864,1864,1864,1864,1864,1864,'2017-11','643',' 동대문구민체육센터 (육교아래)','정기','F','30대',68,3926.97,39.04,168270,1200
1865,1865,1865,1865,1865,1865,1865,'2017-11','230',' 영등포구청역 1번출구','정기','F','30대',115,3234.32,31.31,134810,1583
1866,1866,1866,1866,1866,1866,1866,'2017-11','260',' 여의도 마리나선착장 앞','정기','F','30대',11,1636.26,14.81,63840,516
